accuracy,precision_macro,recall_macro_sensitivity,f1_macro,specificity_macro,fpr_macro,iou_macro,ppv_macro
0.5186612576064908,0.616020013252004,0.5510132055072443,0.5736922406864234,0.9857702339669758,0.014229766033024139,0.4304082140387971,0.616020013252004
0.5201825557809331,0.5719378467188803,0.5108844940155469,0.5310830140788914,0.9858061390137838,0.014193860986216316,0.3985791387340164,0.5719378467188803
0.5175456389452333,0.5753219260200004,0.5112619398325955,0.5292263557320988,0.9857464528525821,0.014253547147418017,0.4039185046159689,0.5753219260200004
0.5152129817444219,0.573482029658892,0.4859445177817472,0.5114885651822718,0.9856615334243678,0.014338466575632352,0.38117859620724065,0.573482029658892
0.5216024340770791,0.6139383643327316,0.5144518309317352,0.542411585647702,0.9858188572895414,0.014181142710458455,0.41177770764483845,0.6139383643327316
0.518052738336714,0.6005951804184446,0.5171513338316063,0.5440106146052164,0.9857634484811845,0.014236551518815439,0.41275303830073595,0.6005951804184446
0.5188640973630831,0.5935552422664438,0.5122764109457322,0.5334984735315518,0.9857068859615143,0.014293114038485637,0.4032387381489923,0.5935552422664438
0.5257606490872211,0.5741413646545641,0.49252713179983587,0.5199710883441362,0.9859647494400576,0.014035250559942269,0.3857789530650919,0.5741413646545641
0.5139959432048682,0.601623232059761,0.5161904382162875,0.5331602894248608,0.985614444088186,0.014385555911814108,0.3982425720299113,0.601623232059761
0.5134888438133874,0.5827990390806135,0.49921085814498856,0.5235564178111027,0.9855813388596045,0.01441866114039544,0.3914503696396372,0.5827990390806135
0.522210953346856,0.5793668638320713,0.482373225245247,0.5072784443316253,0.9858106832671218,0.014189316732878116,0.3750750299464384,0.5793668638320713
0.5172413793103449,0.6201686310938725,0.5295619669958114,0.56026233488471,0.9856430131963967,0.01435698680360333,0.42718186034911254,0.6201686310938725
0.5237322515212982,0.5493169996925996,0.4870857753171303,0.5078173091135221,0.985924583603445,0.014075416396554963,0.37976395512437777,0.5493169996925996
0.5259634888438134,0.5717656357988465,0.5102795052761688,0.5306192435663659,0.9859376248493792,0.014062375150620966,0.4006076496795604,0.5717656357988465
0.5266734279918864,0.5997027435245446,0.5107779618202327,0.5384870942825772,0.9859719613849454,0.014028038615054703,0.40425571049810893,0.5997027435245446
0.5159229208924949,0.5654993251837455,0.49241154805134213,0.5158702329318736,0.9856452497352388,0.01435475026476129,0.385982665869384,0.5654993251837455
0.5269776876267749,0.624347035042863,0.5324853055221646,0.5631364613211585,0.9859487202022429,0.014051279797757216,0.4289848667357365,0.624347035042863
0.5182555780933062,0.6104001117336616,0.49400626113177876,0.5273824038395076,0.9857358312126883,0.014264168787311774,0.3898885976933971,0.6104001117336616
0.5172413793103449,0.5904456964545758,0.5192260700977013,0.5437405739120206,0.9856273698497875,0.014372630150212496,0.4129898923894582,0.5904456964545758
0.5221095334685598,0.6167835109811239,0.5207212752821866,0.5516065059154027,0.9858145062922876,0.014185493707712441,0.42099891863533223,0.6167835109811239
0.5241379310344828,0.6045649589635189,0.5182917573762749,0.545233488306826,0.9858655411280661,0.014134458871933774,0.4126181598474533,0.6045649589635189
0.528498985801217,0.617316374685696,0.5137768801399198,0.5401090877658759,0.9859386382750005,0.014061361724999477,0.4044527335349965,0.617316374685696
0.5155172413793103,0.6059499532785254,0.5114278300696622,0.5390983771129114,0.9855468100492187,0.014453189950781334,0.4055184865738517,0.6059499532785254
0.5197768762677485,0.5767892362271626,0.5116874278212294,0.5348311578764336,0.9857540094333972,0.014245990566602793,0.40285197835126574,0.5767892362271626
0.5323529411764706,0.5821731074181128,0.5060318323893582,0.5293820372238784,0.9861495391194129,0.013850460880587093,0.39432802752518326,0.5821731074181128
